vin	V(vdd)	V(vin)	V(vout)	V(vref)	V(n001)	I(R1)	I(R3)	I(Vdd)	I(Vin)	I(Vref)	Ix(U2:In+)	Ix(U2:In-)	Ix(U2:OUT)	Ix(U2:V+)	Ix(U2:V-)
Step Information: Vref=0  (Run: 1/3)
0.000000000000000e+00	5.000000e+00	0.000000e+00	1.450388e-04	0.000000e+00	6.501250e-05	1.300250e-08	8.002630e-09	-2.733152e-06	1.300250e-08	5.000000e-09	-5.000000e-09	-4.999870e-09	-8.002630e-09	2.733152e-06	-2.687671e-06
1.000000000000000e-02	5.000000e+00	1.000000e-02	1.496086e-05	0.000000e+00	6.688276e-03	-6.623449e-07	-6.673315e-07	-6.411978e-07	-6.623449e-07	5.000000e-09	-5.000000e-09	-4.986624e-09	6.673315e-07	6.411978e-07	-1.247867e-06
2.000000000000000e-02	5.000000e+00	2.000000e-02	2.142711e-05	0.000000e+00	1.335705e-02	-1.328589e-06	-1.333563e-06	-6.175806e-07	-1.328589e-06	5.000000e-09	-5.000000e-09	-4.973286e-09	1.333563e-06	6.175807e-07	-1.879913e-06
3.000000000000000e-02	5.000000e+00	3.000000e-02	2.817771e-05	0.000000e+00	2.002593e-02	-1.994815e-06	-1.999775e-06	-6.092844e-07	-1.994815e-06	5.000000e-09	-5.000000e-09	-4.959948e-09	1.999775e-06	6.092889e-07	-2.529762e-06
4.000000000000000e-02	5.000000e+00	4.000000e-02	3.499506e-05	0.000000e+00	2.669482e-02	-2.661036e-06	-2.665982e-06	-6.054655e-07	-2.661036e-06	5.000000e-09	-5.000000e-09	-4.946610e-09	2.665982e-06	6.054668e-07	-3.185417e-06
5.000000000000000e-02	5.000000e+00	5.000000e-02	4.183062e-05	0.000000e+00	3.336372e-02	-3.327256e-06	-3.332189e-06	-6.035790e-07	-3.327256e-06	5.000000e-09	-5.000000e-09	-4.933272e-09	3.332189e-06	6.035795e-07	-3.843872e-06
6.000000000000000e-02	5.000000e+00	6.000000e-02	4.867219e-05	0.000000e+00	4.003263e-02	-3.993475e-06	-3.998395e-06	-6.026913e-07	-3.993475e-06	5.000000e-09	-5.000000e-09	-4.919935e-09	3.998395e-06	6.026916e-07	-4.503966e-06
7.000000000000001e-02	5.000000e+00	7.000000e-02	5.551527e-05	0.000000e+00	4.670153e-02	-4.659695e-06	-4.664601e-06	-6.023749e-07	-4.659695e-06	5.000000e-09	-5.000000e-09	-4.906597e-09	4.664601e-06	6.023751e-07	-5.165133e-06
8.000000000000000e-02	5.000000e+00	8.000000e-02	6.235817e-05	0.000000e+00	5.337043e-02	-5.325914e-06	-5.330807e-06	-6.024055e-07	-5.325914e-06	5.000000e-09	-5.000000e-09	-4.893259e-09	5.330807e-06	6.024056e-07	-5.827063e-06
9.000000000000000e-02	5.000000e+00	9.000000e-02	6.920035e-05	0.000000e+00	6.003933e-02	-5.992134e-06	-5.997013e-06	-6.026540e-07	-5.992134e-06	5.000000e-09	-5.000000e-09	-4.879921e-09	5.997013e-06	6.026540e-07	-6.489563e-06
9.999999999999999e-02	5.000000e+00	1.000000e-01	7.604180e-05	0.000000e+00	6.670824e-02	-6.658353e-06	-6.663219e-06	-6.030408e-07	-6.658353e-06	5.000000e-09	-5.000000e-09	-4.866584e-09	6.663219e-06	6.030409e-07	-7.152511e-06
1.100000000000000e-01	5.000000e+00	1.100000e-01	8.287850e-05	0.000000e+00	7.337714e-02	-7.324572e-06	-7.329426e-06	-6.035148e-07	-7.324572e-06	5.000000e-09	-5.000000e-09	-4.853246e-09	7.329425e-06	6.035511e-07	-7.815783e-06
1.200000000000000e-01	5.000000e+00	1.200000e-01	8.971991e-05	0.000000e+00	8.004604e-02	-7.990792e-06	-7.995632e-06	-6.040416e-07	-7.990792e-06	5.000000e-09	-5.000000e-09	-4.839908e-09	7.995632e-06	6.040701e-07	-8.479399e-06
1.300000000000000e-01	5.000000e+00	1.300000e-01	9.656103e-05	0.000000e+00	8.671495e-02	-8.657012e-06	-8.661838e-06	-6.045976e-07	-8.657012e-06	5.000000e-09	-5.000000e-09	-4.826570e-09	8.661838e-06	6.046214e-07	-9.143267e-06
1.400000000000000e-01	5.000000e+00	1.400000e-01	1.034022e-04	0.000000e+00	9.338384e-02	-9.323231e-06	-9.328044e-06	-6.051662e-07	-9.323231e-06	5.000000e-09	-5.000000e-09	-4.813232e-09	9.328044e-06	6.051861e-07	-9.807351e-06
1.500000000000000e-01	5.000000e+00	1.500000e-01	1.102439e-04	0.000000e+00	1.000527e-01	-9.989451e-06	-9.994250e-06	-6.057355e-07	-9.989451e-06	5.000000e-09	-5.000000e-09	-4.799895e-09	9.994250e-06	6.057523e-07	-1.047163e-05
1.600000000000000e-01	5.000000e+00	1.600000e-01	1.170862e-04	0.000000e+00	1.067216e-01	-1.065567e-05	-1.066046e-05	-6.062973e-07	-1.065567e-05	5.000000e-09	-5.000000e-09	-4.786556e-09	1.066046e-05	6.063115e-07	-1.113607e-05
1.700000000000000e-01	5.000000e+00	1.700000e-01	1.239294e-04	0.000000e+00	1.133906e-01	-1.132189e-05	-1.132666e-05	-6.068456e-07	-1.132189e-05	5.000000e-09	-5.000000e-09	-4.773219e-09	1.132666e-05	6.068576e-07	-1.180066e-05
1.800000000000000e-01	5.000000e+00	1.800000e-01	1.307736e-04	0.000000e+00	1.200595e-01	-1.198811e-05	-1.199287e-05	-6.073760e-07	-1.198811e-05	5.000000e-09	-5.000000e-09	-4.759881e-09	1.199287e-05	6.073863e-07	-1.246539e-05
1.900000000000000e-01	5.000000e+00	1.900000e-01	1.376190e-04	0.000000e+00	1.267284e-01	-1.265433e-05	-1.265907e-05	-6.078860e-07	-1.265433e-05	5.000000e-09	-5.000000e-09	-4.746543e-09	1.265907e-05	6.078946e-07	-1.313024e-05
2.000000000000000e-01	5.000000e+00	2.000000e-01	1.444658e-04	0.000000e+00	1.333973e-01	-1.332055e-05	-1.332528e-05	-6.083734e-07	-1.332055e-05	5.000000e-09	-5.000000e-09	-4.733205e-09	1.332528e-05	6.083807e-07	-1.379520e-05
2.100000000000000e-01	5.000000e+00	2.100000e-01	1.513140e-04	0.000000e+00	1.400662e-01	-1.398677e-05	-1.399149e-05	-6.088372e-07	-1.398677e-05	5.000000e-09	-5.000000e-09	-4.719868e-09	1.399149e-05	6.088434e-07	-1.446026e-05
2.200000000000001e-01	5.000000e+00	2.200000e-01	1.581638e-04	0.000000e+00	1.467351e-01	-1.465298e-05	-1.465769e-05	-6.092768e-07	-1.465298e-05	5.000000e-09	-5.000000e-09	-4.706530e-09	1.465769e-05	6.092822e-07	-1.512541e-05
2.300000000000001e-01	5.000000e+00	2.300000e-01	1.650151e-04	0.000000e+00	1.534040e-01	-1.531920e-05	-1.532390e-05	-6.096922e-07	-1.531920e-05	5.000000e-09	-5.000000e-09	-4.693192e-09	1.532390e-05	6.096967e-07	-1.579065e-05
2.400000000000001e-01	5.000000e+00	2.400000e-01	1.718680e-04	0.000000e+00	1.600729e-01	-1.598542e-05	-1.599010e-05	-6.100835e-07	-1.598542e-05	5.000000e-09	-5.000000e-09	-4.679854e-09	1.599010e-05	6.100873e-07	-1.645596e-05
2.500000000000001e-01	5.000000e+00	2.500000e-01	1.787226e-04	0.000000e+00	1.667418e-01	-1.665164e-05	-1.665631e-05	-6.104512e-07	-1.665164e-05	5.000000e-09	-5.000000e-09	-4.666517e-09	1.665631e-05	6.104544e-07	-1.712134e-05
2.600000000000001e-01	5.000000e+00	2.600000e-01	1.855788e-04	0.000000e+00	1.734107e-01	-1.731786e-05	-1.732251e-05	-6.107959e-07	-1.731786e-05	5.000000e-09	-5.000000e-09	-4.653179e-09	1.732251e-05	6.107987e-07	-1.778679e-05
2.700000000000001e-01	5.000000e+00	2.700000e-01	1.924368e-04	0.000000e+00	1.800796e-01	-1.798408e-05	-1.798872e-05	-6.111185e-07	-1.798408e-05	5.000000e-09	-5.000000e-09	-4.639841e-09	1.798872e-05	6.111208e-07	-1.845230e-05
2.800000000000001e-01	5.000000e+00	2.800000e-01	1.992964e-04	0.000000e+00	1.867485e-01	-1.865030e-05	-1.865492e-05	-6.114197e-07	-1.865030e-05	5.000000e-09	-5.000000e-09	-4.626503e-09	1.865492e-05	6.114217e-07	-1.911786e-05
2.900000000000001e-01	5.000000e+00	2.900000e-01	2.061577e-04	0.000000e+00	1.934174e-01	-1.931651e-05	-1.932113e-05	-6.117006e-07	-1.931651e-05	5.000000e-09	-5.000000e-09	-4.613165e-09	1.932113e-05	6.117023e-07	-1.978347e-05
3.000000000000001e-01	5.000000e+00	3.000000e-01	2.130206e-04	0.000000e+00	2.000863e-01	-1.998273e-05	-1.998733e-05	-6.119621e-07	-1.998273e-05	5.000000e-09	-5.000000e-09	-4.599827e-09	1.998733e-05	6.119635e-07	-2.044913e-05
3.100000000000001e-01	5.000000e+00	3.100000e-01	2.198851e-04	0.000000e+00	2.067553e-01	-2.064895e-05	-2.065354e-05	-6.122052e-07	-2.064895e-05	5.000000e-09	-5.000000e-09	-4.586489e-09	2.065354e-05	6.122064e-07	-2.111483e-05
3.200000000000001e-01	5.000000e+00	3.200000e-01	2.267512e-04	0.000000e+00	2.134242e-01	-2.131517e-05	-2.131974e-05	-6.124309e-07	-2.131517e-05	5.000000e-09	-5.000000e-09	-4.573152e-09	2.131974e-05	6.124320e-07	-2.178057e-05
3.300000000000001e-01	5.000000e+00	3.300000e-01	2.336189e-04	0.000000e+00	2.200931e-01	-2.198138e-05	-2.198594e-05	-6.126402e-07	-2.198138e-05	5.000000e-09	-5.000000e-09	-4.559814e-09	2.198594e-05	6.126411e-07	-2.244635e-05
3.400000000000001e-01	5.000000e+00	3.400000e-01	2.404881e-04	0.000000e+00	2.267620e-01	-2.264760e-05	-2.265215e-05	-6.128341e-07	-2.264760e-05	5.000000e-09	-5.000000e-09	-4.546476e-09	2.265215e-05	6.128349e-07	-2.311216e-05
3.500000000000001e-01	5.000000e+00	3.500000e-01	2.473588e-04	0.000000e+00	2.334309e-01	-2.331382e-05	-2.331835e-05	-6.130135e-07	-2.331382e-05	5.000000e-09	-5.000000e-09	-4.533138e-09	2.331835e-05	6.130142e-07	-2.377801e-05
3.600000000000002e-01	5.000000e+00	3.600000e-01	2.542308e-04	0.000000e+00	2.400998e-01	-2.398004e-05	-2.398456e-05	-6.131793e-07	-2.398004e-05	5.000000e-09	-5.000000e-09	-4.519801e-09	2.398456e-05	6.131799e-07	-2.444388e-05
3.700000000000002e-01	5.000000e+00	3.700000e-01	2.611043e-04	0.000000e+00	2.467687e-01	-2.464626e-05	-2.465076e-05	-6.133325e-07	-2.464626e-05	5.000000e-09	-5.000000e-09	-4.506463e-09	2.465076e-05	6.133329e-07	-2.510978e-05
3.800000000000002e-01	5.000000e+00	3.800000e-01	2.679791e-04	0.000000e+00	2.534376e-01	-2.531247e-05	-2.531697e-05	-6.134737e-07	-2.531247e-05	5.000000e-09	-5.000000e-09	-4.493125e-09	2.531697e-05	6.134741e-07	-2.577570e-05
3.900000000000002e-01	5.000000e+00	3.900000e-01	2.748552e-04	0.000000e+00	2.601066e-01	-2.597869e-05	-2.598317e-05	-6.136040e-07	-2.597869e-05	5.000000e-09	-5.000000e-09	-4.479787e-09	2.598317e-05	6.136042e-07	-2.644165e-05
4.000000000000002e-01	5.000000e+00	4.000000e-01	2.817326e-04	0.000000e+00	2.667755e-01	-2.664491e-05	-2.664937e-05	-6.137238e-07	-2.664491e-05	5.000000e-09	-5.000000e-09	-4.466449e-09	2.664937e-05	6.137241e-07	-2.710762e-05
4.100000000000002e-01	5.000000e+00	4.100000e-01	2.886111e-04	0.000000e+00	2.734444e-01	-2.731112e-05	-2.731558e-05	-6.138341e-07	-2.731112e-05	5.000000e-09	-5.000000e-09	-4.453111e-09	2.731558e-05	6.138343e-07	-2.777360e-05
4.200000000000002e-01	5.000000e+00	4.200000e-01	2.954908e-04	0.000000e+00	2.801133e-01	-2.797734e-05	-2.798178e-05	-6.139355e-07	-2.797734e-05	5.000000e-09	-5.000000e-09	-4.439773e-09	2.798178e-05	6.139357e-07	-2.843961e-05
4.300000000000002e-01	5.000000e+00	4.300000e-01	3.023715e-04	0.000000e+00	2.867822e-01	-2.864356e-05	-2.864798e-05	-6.140286e-07	-2.864356e-05	5.000000e-09	-5.000000e-09	-4.426436e-09	2.864798e-05	6.140287e-07	-2.910563e-05
4.400000000000002e-01	5.000000e+00	4.400000e-01	3.092533e-04	0.000000e+00	2.934511e-01	-2.930977e-05	-2.931419e-05	-6.141140e-07	-2.930977e-05	5.000000e-09	-5.000000e-09	-4.413098e-09	2.931419e-05	6.141142e-07	-2.977166e-05
4.500000000000002e-01	5.000000e+00	4.500000e-01	3.161361e-04	0.000000e+00	3.001201e-01	-2.997599e-05	-2.998039e-05	-6.141923e-07	-2.997599e-05	5.000000e-09	-5.000000e-09	-4.399760e-09	2.998039e-05	6.141924e-07	-3.043771e-05
4.600000000000002e-01	5.000000e+00	4.600000e-01	3.230199e-04	0.000000e+00	3.067890e-01	-3.064221e-05	-3.064660e-05	-6.142640e-07	-3.064221e-05	5.000000e-09	-5.000000e-09	-4.386422e-09	3.064660e-05	6.142641e-07	-3.110377e-05
4.700000000000003e-01	5.000000e+00	4.700000e-01	3.299046e-04	0.000000e+00	3.134579e-01	-3.130842e-05	-3.131280e-05	-6.143295e-07	-3.130842e-05	5.000000e-09	-5.000000e-09	-4.373084e-09	3.131280e-05	6.143296e-07	-3.176984e-05
4.800000000000003e-01	5.000000e+00	4.800000e-01	3.367901e-04	0.000000e+00	3.201268e-01	-3.197464e-05	-3.197900e-05	-6.143894e-07	-3.197464e-05	5.000000e-09	-5.000000e-09	-4.359746e-09	3.197900e-05	6.143895e-07	-3.243593e-05
4.900000000000003e-01	5.000000e+00	4.900000e-01	3.436765e-04	0.000000e+00	3.267957e-01	-3.264086e-05	-3.264520e-05	-6.144441e-07	-3.264086e-05	5.000000e-09	-5.000000e-09	-4.346409e-09	3.264520e-05	6.144442e-07	-3.310202e-05
5.000000000000002e-01	5.000000e+00	5.000000e-01	3.505637e-04	0.000000e+00	3.334646e-01	-3.330707e-05	-3.331141e-05	-6.144939e-07	-3.330707e-05	5.000000e-09	-5.000000e-09	-4.333071e-09	3.331141e-05	6.144940e-07	-3.376813e-05
5.100000000000002e-01	5.000000e+00	5.100000e-01	3.574516e-04	0.000000e+00	3.401335e-01	-3.397329e-05	-3.397761e-05	-6.145393e-07	-3.397329e-05	5.000000e-09	-5.000000e-09	-4.319733e-09	3.397761e-05	6.145393e-07	-3.443424e-05
5.200000000000002e-01	5.000000e+00	5.200000e-01	3.643402e-04	0.000000e+00	3.468025e-01	-3.463951e-05	-3.464381e-05	-6.145804e-07	-3.463951e-05	5.000000e-09	-5.000000e-09	-4.306395e-09	3.464381e-05	6.145805e-07	-3.510035e-05
5.300000000000002e-01	5.000000e+00	5.300000e-01	3.712295e-04	0.000000e+00	3.534714e-01	-3.530572e-05	-3.531001e-05	-6.146178e-07	-3.530572e-05	5.000000e-09	-5.000000e-09	-4.293057e-09	3.531001e-05	6.146179e-07	-3.576648e-05
5.400000000000003e-01	5.000000e+00	5.400000e-01	3.781194e-04	0.000000e+00	3.601403e-01	-3.597194e-05	-3.597622e-05	-6.146517e-07	-3.597194e-05	5.000000e-09	-5.000000e-09	-4.279719e-09	3.597622e-05	6.146517e-07	-3.643262e-05
5.500000000000003e-01	5.000000e+00	5.500000e-01	3.850099e-04	0.000000e+00	3.668092e-01	-3.663815e-05	-3.664242e-05	-6.146823e-07	-3.663815e-05	5.000000e-09	-5.000000e-09	-4.266381e-09	3.664242e-05	6.146823e-07	-3.709875e-05
5.600000000000003e-01	5.000000e+00	5.600000e-01	3.919010e-04	0.000000e+00	3.734781e-01	-3.730437e-05	-3.730863e-05	-6.147099e-07	-3.730437e-05	5.000000e-09	-5.000000e-09	-4.253044e-09	3.730863e-05	6.147099e-07	-3.776490e-05
5.700000000000003e-01	5.000000e+00	5.700000e-01	3.987926e-04	0.000000e+00	3.801471e-01	-3.797059e-05	-3.797483e-05	-6.147347e-07	-3.797059e-05	5.000000e-09	-5.000000e-09	-4.239706e-09	3.797483e-05	6.147347e-07	-3.843105e-05
5.800000000000003e-01	5.000000e+00	5.800000e-01	4.056848e-04	0.000000e+00	3.868160e-01	-3.863680e-05	-3.864103e-05	-6.147570e-07	-3.863680e-05	5.000000e-09	-5.000000e-09	-4.226368e-09	3.864103e-05	6.147570e-07	-3.909720e-05
5.900000000000003e-01	5.000000e+00	5.900000e-01	4.125774e-04	0.000000e+00	3.934849e-01	-3.930302e-05	-3.930723e-05	-6.147769e-07	-3.930302e-05	5.000000e-09	-5.000000e-09	-4.213030e-09	3.930723e-05	6.147770e-07	-3.976336e-05
6.000000000000003e-01	5.000000e+00	6.000000e-01	4.194705e-04	0.000000e+00	4.001538e-01	-3.996924e-05	-3.997343e-05	-6.147947e-07	-3.996924e-05	5.000000e-09	-5.000000e-09	-4.199692e-09	3.997343e-05	6.147947e-07	-4.042952e-05
6.100000000000003e-01	5.000000e+00	6.100000e-01	4.263640e-04	0.000000e+00	4.068227e-01	-4.063545e-05	-4.063964e-05	-6.148105e-07	-4.063545e-05	5.000000e-09	-5.000000e-09	-4.186354e-09	4.063964e-05	6.148105e-07	-4.109569e-05
6.200000000000003e-01	5.000000e+00	6.200000e-01	4.332579e-04	0.000000e+00	4.134917e-01	-4.130167e-05	-4.130584e-05	-6.148244e-07	-4.130167e-05	5.000000e-09	-5.000000e-09	-4.173017e-09	4.130584e-05	6.148244e-07	-4.176186e-05
6.300000000000003e-01	5.000000e+00	6.300000e-01	4.401522e-04	0.000000e+00	4.201606e-01	-4.196788e-05	-4.197204e-05	-6.148366e-07	-4.196788e-05	5.000000e-09	-5.000000e-09	-4.159679e-09	4.197204e-05	6.148366e-07	-4.242803e-05
6.400000000000003e-01	5.000000e+00	6.400000e-01	4.470468e-04	0.000000e+00	4.268295e-01	-4.263410e-05	-4.263825e-05	-6.148473e-07	-4.263410e-05	5.000000e-09	-5.000000e-09	-4.146341e-09	4.263825e-05	6.148473e-07	-4.309421e-05
6.500000000000004e-01	5.000000e+00	6.500000e-01	4.539418e-04	0.000000e+00	4.334984e-01	-4.330032e-05	-4.330445e-05	-6.148565e-07	-4.330032e-05	5.000000e-09	-5.000000e-09	-4.133003e-09	4.330445e-05	6.148565e-07	-4.376038e-05
6.600000000000004e-01	5.000000e+00	6.600000e-01	4.608371e-04	0.000000e+00	4.401673e-01	-4.396653e-05	-4.397065e-05	-6.148644e-07	-4.396653e-05	5.000000e-09	-5.000000e-09	-4.119665e-09	4.397065e-05	6.148644e-07	-4.442656e-05
6.700000000000004e-01	5.000000e+00	6.700000e-01	4.677326e-04	0.000000e+00	4.468363e-01	-4.463275e-05	-4.463685e-05	-6.148711e-07	-4.463275e-05	5.000000e-09	-5.000000e-09	-4.106327e-09	4.463685e-05	6.148711e-07	-4.509275e-05
6.800000000000004e-01	5.000000e+00	6.800000e-01	4.746285e-04	0.000000e+00	4.535052e-01	-4.529896e-05	-4.530306e-05	-6.148766e-07	-4.529896e-05	5.000000e-09	-5.000000e-09	-4.092990e-09	4.530306e-05	6.148766e-07	-4.575893e-05
6.900000000000004e-01	5.000000e+00	6.900000e-01	4.815247e-04	0.000000e+00	4.601741e-01	-4.596518e-05	-4.596926e-05	-6.148812e-07	-4.596518e-05	5.000000e-09	-5.000000e-09	-4.079652e-09	4.596926e-05	6.148812e-07	-4.642512e-05
7.000000000000004e-01	5.000000e+00	7.000000e-01	4.884210e-04	0.000000e+00	4.668430e-01	-4.663139e-05	-4.663546e-05	-6.148847e-07	-4.663139e-05	5.000000e-09	-5.000000e-09	-4.066314e-09	4.663546e-05	6.148847e-07	-4.709131e-05
7.100000000000004e-01	5.000000e+00	7.100000e-01	4.953176e-04	0.000000e+00	4.735119e-01	-4.729761e-05	-4.730166e-05	-6.148874e-07	-4.729761e-05	5.000000e-09	-5.000000e-09	-4.052976e-09	4.730166e-05	6.148874e-07	-4.775750e-05
7.200000000000004e-01	5.000000e+00	7.200000e-01	5.022145e-04	0.000000e+00	4.801809e-01	-4.796383e-05	-4.796786e-05	-6.148893e-07	-4.796383e-05	5.000000e-09	-5.000000e-09	-4.039638e-09	4.796786e-05	6.148893e-07	-4.842369e-05
7.300000000000004e-01	5.000000e+00	7.300000e-01	5.091115e-04	0.000000e+00	4.868498e-01	-4.863004e-05	-4.863407e-05	-6.148904e-07	-4.863004e-05	5.000000e-09	-5.000000e-09	-4.026301e-09	4.863407e-05	6.148904e-07	-4.908988e-05
7.400000000000004e-01	5.000000e+00	7.400000e-01	5.160087e-04	0.000000e+00	4.935187e-01	-4.929626e-05	-4.930027e-05	-6.148909e-07	-4.929626e-05	5.000000e-09	-5.000000e-09	-4.012962e-09	4.930027e-05	6.148909e-07	-4.975608e-05
7.500000000000004e-01	5.000000e+00	7.500000e-01	5.229061e-04	0.000000e+00	5.001876e-01	-4.996247e-05	-4.996647e-05	-6.148907e-07	-4.996247e-05	5.000000e-09	-5.000000e-09	-3.999625e-09	4.996647e-05	6.148907e-07	-5.042227e-05
7.600000000000005e-01	5.000000e+00	7.600000e-01	5.298037e-04	0.000000e+00	5.068566e-01	-5.062869e-05	-5.063268e-05	-6.148900e-07	-5.062869e-05	5.000000e-09	-5.000000e-09	-3.986287e-09	5.063268e-05	6.148900e-07	-5.108847e-05
7.700000000000005e-01	5.000000e+00	7.700000e-01	5.367014e-04	0.000000e+00	5.135255e-01	-5.129490e-05	-5.129888e-05	-6.148887e-07	-5.129490e-05	5.000000e-09	-5.000000e-09	-3.972949e-09	5.129888e-05	6.148887e-07	-5.175467e-05
7.800000000000005e-01	5.000000e+00	7.800000e-01	5.435993e-04	0.000000e+00	5.201944e-01	-5.196112e-05	-5.196508e-05	-6.148869e-07	-5.196112e-05	5.000000e-09	-5.000000e-09	-3.959611e-09	5.196508e-05	6.148869e-07	-5.242086e-05
7.900000000000005e-01	5.000000e+00	7.900000e-01	5.504973e-04	0.000000e+00	5.268633e-01	-5.262734e-05	-5.263128e-05	-6.148847e-07	-5.262734e-05	5.000000e-09	-5.000000e-09	-3.946274e-09	5.263128e-05	6.148847e-07	-5.308706e-05
8.000000000000005e-01	5.000000e+00	8.000000e-01	5.573955e-04	0.000000e+00	5.335323e-01	-5.329355e-05	-5.329748e-05	-6.148820e-07	-5.329355e-05	5.000000e-09	-5.000000e-09	-3.932935e-09	5.329748e-05	6.148820e-07	-5.375326e-05
8.100000000000005e-01	5.000000e+00	8.100000e-01	5.642937e-04	0.000000e+00	5.402012e-01	-5.395977e-05	-5.396369e-05	-6.148790e-07	-5.395977e-05	5.000000e-09	-5.000000e-09	-3.919598e-09	5.396369e-05	6.148790e-07	-5.441946e-05
8.200000000000005e-01	5.000000e+00	8.200000e-01	5.711921e-04	0.000000e+00	5.468701e-01	-5.462598e-05	-5.462989e-05	-6.148757e-07	-5.462598e-05	5.000000e-09	-5.000000e-09	-3.906260e-09	5.462989e-05	6.148757e-07	-5.508566e-05
8.300000000000005e-01	5.000000e+00	8.300000e-01	5.780906e-04	0.000000e+00	5.535390e-01	-5.529220e-05	-5.529609e-05	-6.148720e-07	-5.529220e-05	5.000000e-09	-5.000000e-09	-3.892922e-09	5.529609e-05	6.148720e-07	-5.575187e-05
8.400000000000005e-01	5.000000e+00	8.400000e-01	5.849891e-04	0.000000e+00	5.602079e-01	-5.595842e-05	-5.596229e-05	-6.148680e-07	-5.595842e-05	5.000000e-09	-5.000000e-09	-3.879584e-09	5.596229e-05	6.148680e-07	-5.641807e-05
8.500000000000005e-01	5.000000e+00	8.500000e-01	5.918879e-04	0.000000e+00	5.668768e-01	-5.662463e-05	-5.662850e-05	-6.148637e-07	-5.662463e-05	5.000000e-09	-5.000000e-09	-3.866246e-09	5.662850e-05	6.148637e-07	-5.708427e-05
8.600000000000005e-01	5.000000e+00	8.600000e-01	5.987866e-04	0.000000e+00	5.735458e-01	-5.729085e-05	-5.729470e-05	-6.148592e-07	-5.729085e-05	5.000000e-09	-5.000000e-09	-3.852909e-09	5.729470e-05	6.148592e-07	-5.775047e-05
8.700000000000006e-01	5.000000e+00	8.700000e-01	6.056855e-04	0.000000e+00	5.802147e-01	-5.795706e-05	-5.796090e-05	-6.148545e-07	-5.795706e-05	5.000000e-09	-5.000000e-09	-3.839570e-09	5.796090e-05	6.148545e-07	-5.841668e-05
8.800000000000006e-01	5.000000e+00	8.800000e-01	6.125844e-04	0.000000e+00	5.868836e-01	-5.862328e-05	-5.862710e-05	-6.148495e-07	-5.862328e-05	5.000000e-09	-5.000000e-09	-3.826233e-09	5.862710e-05	6.148495e-07	-5.908288e-05
8.900000000000006e-01	5.000000e+00	8.900000e-01	6.194834e-04	0.000000e+00	5.935525e-01	-5.928949e-05	-5.929331e-05	-6.148443e-07	-5.928949e-05	5.000000e-09	-5.000000e-09	-3.812895e-09	5.929331e-05	6.148443e-07	-5.974908e-05
9.000000000000006e-01	5.000000e+00	9.000000e-01	6.263824e-04	0.000000e+00	6.002215e-01	-5.995571e-05	-5.995951e-05	-6.148390e-07	-5.995571e-05	5.000000e-09	-5.000000e-09	-3.799557e-09	5.995951e-05	6.148390e-07	-6.041529e-05
9.100000000000006e-01	5.000000e+00	9.100000e-01	6.332815e-04	0.000000e+00	6.068904e-01	-6.062193e-05	-6.062571e-05	-6.148335e-07	-6.062193e-05	5.000000e-09	-5.000000e-09	-3.786219e-09	6.062571e-05	6.148335e-07	-6.108149e-05
9.200000000000006e-01	5.000000e+00	9.200000e-01	6.401807e-04	0.000000e+00	6.135593e-01	-6.128814e-05	-6.129191e-05	-6.148279e-07	-6.128814e-05	5.000000e-09	-5.000000e-09	-3.772882e-09	6.129191e-05	6.148279e-07	-6.174770e-05
9.300000000000006e-01	5.000000e+00	9.300000e-01	6.470799e-04	0.000000e+00	6.202282e-01	-6.195436e-05	-6.195811e-05	-6.148221e-07	-6.195436e-05	5.000000e-09	-5.000000e-09	-3.759543e-09	6.195811e-05	6.148221e-07	-6.241391e-05
9.400000000000006e-01	5.000000e+00	9.400000e-01	6.539792e-04	0.000000e+00	6.268972e-01	-6.262057e-05	-6.262432e-05	-6.148161e-07	-6.262057e-05	5.000000e-09	-5.000000e-09	-3.746206e-09	6.262432e-05	6.148161e-07	-6.308011e-05
9.500000000000006e-01	5.000000e+00	9.500000e-01	6.608785e-04	0.000000e+00	6.335661e-01	-6.328679e-05	-6.329052e-05	-6.148101e-07	-6.328679e-05	5.000000e-09	-5.000000e-09	-3.732868e-09	6.329052e-05	6.148101e-07	-6.374632e-05
9.600000000000006e-01	5.000000e+00	9.600000e-01	6.677779e-04	0.000000e+00	6.402350e-01	-6.395300e-05	-6.395672e-05	-6.148040e-07	-6.395300e-05	5.000000e-09	-5.000000e-09	-3.719530e-09	6.395672e-05	6.148040e-07	-6.441252e-05
9.700000000000006e-01	5.000000e+00	9.700000e-01	6.746773e-04	0.000000e+00	6.469039e-01	-6.461922e-05	-6.462292e-05	-6.147977e-07	-6.461922e-05	5.000000e-09	-5.000000e-09	-3.706192e-09	6.462292e-05	6.147977e-07	-6.507873e-05
9.800000000000006e-01	5.000000e+00	9.800000e-01	6.815768e-04	0.000000e+00	6.535729e-01	-6.528544e-05	-6.528912e-05	-6.147914e-07	-6.528544e-05	5.000000e-09	-5.000000e-09	-3.692854e-09	6.528912e-05	6.147914e-07	-6.574493e-05
9.900000000000007e-01	5.000000e+00	9.900000e-01	6.884763e-04	0.000000e+00	6.602418e-01	-6.595165e-05	-6.595533e-05	-6.147849e-07	-6.595165e-05	5.000000e-09	-5.000000e-09	-3.679516e-09	6.595533e-05	6.147849e-07	-6.641114e-05
